,index,GRUPO,INGRESOS_TOTAL_E_x,INGRESOS_TOTAL_E_y,Tipo_de_Operadores
0,4,AMÉRICA MÓVIL,338320139531.0,26.54725844253371,Grande
1,36,GRUPO TELEVISA,59301496226.49999,24.80590037410733,Grande
2,6,AT&T,55793781168.0,24.74492825152067,Grande
3,98,TELEFÓNICA,24871583943.0,23.936991781635964,Grande
4,60,MEGACABLE-MCM,24676771856.729996,23.929128227458115,Grande
5,102,TOTALPLAY,22784126736.0,23.849329934660506,Grande
6,7,AXTEL,8742237448.0,22.891431994766545,Grande
7,62,MVS,5158705766.1,22.3639515644559,Grande
8,3,ALTAN,2834607753.3,21.76516940592935,Grande
9,84,STARGROUP,1280858831.54,20.970796652024102,Mediano
10,68,OUI,729143369.6000001,20.407380936754656,Mediano
11,56,MARCATEL,697511563.8,20.363029650447096,Mediano
12,103,TRANSTELCO,623598170.0,20.251016760570145,Mediano
13,26,EUTELSAT AMERICAS,567683560.5999999,20.157074709821366,Mediano
14,43,HNS DE MEXICO,503481972.5,20.037058465112484,Mediano
15,42,HISPASAT,418410240.13,19.85197294491358,Mediano
16,107,UC TELECOM,330305215.0,19.615527678913338,Mediano
17,111,VERIZON SERVICIOS EMPRESARIALES MEXICO,258650617.39,19.37098874138176,Mediano
18,10,BT LATAM MEXICO,214085985.14999998,19.18188829205257,Mediano
19,24,ELARA COMUNICACIONES,199874961.31,19.11320253554739,Mediano
20,33,GLOBALSAT,171006327.0,18.95721111378245,Mediano
21,64,NEWWW,168138066.74,18.940296025686923,Mediano
22,114,WIMOTELECOM,166683898.51999998,18.931609753493863,Mediano
23,44,IENTC,152043313.95,18.839675998414474,Mediano
24,112,VIRGIN MOBILE,146563495.0,18.802969305494408,Mediano
25,30,FREEDOM,112440924.0,18.537938521684953,Mediano
26,22,DIRI MOVIL,98055591.64,18.40104513743544,Mediano
27,78,SIHI MEXICO,88198181.8,18.295096906252066,Mediano
28,28,FLASH MOBILE,85875584.60000001,18.268410116052756,Mediano
29,48,IST,83697002.46000001,18.24271372191518,Mediano
30,41,HIPERCABLE DE MONCLOVA,83430627.0,18.23952603013229,Mediano
31,70,QUATTROCOM,82752385.0,18.231363393558375,Mediano
32,96,TELECABLE MERIDA,57912579.93000001,17.874445188891713,Pequeño1
33,71,RAVS CABLE,56882777.339999996,17.85650317032628,Pequeño1
34,99,TELESISTEMAS PENINSULARES,56882777.339999996,17.85650317032628,Pequeño1
35,110,VASANTA,54810014.39,17.819383479565595,Pequeño1
36,77,SIERRA MADRE TELECOM,43442489.730000004,17.586948546174074,Pequeño1
37,115,YOBI TELECOM,43316604.87,17.58404660375702,Pequeño1
38,20,COORDINADORA DE TV POR CABLE,41293042.0,17.536204569161555,Pequeño1
39,72,RBACATV,41185567.12,17.533598440324596,Pequeño1
40,53,LINK TE CONECTAMOS,39772709.339999996,17.49869154008347,Pequeño1
41,88,TELECABLE DE CAMPECHE,37452991.160000004,17.43859713549902,Pequeño1
42,113,WEEX,33446465.01,17.32545665913338,Pequeño1
43,8,BBG COMUNICACION,30996417.97,17.24938220641824,Pequeño1
44,75,SARA QUIROZ CHAPA,30681112.21,17.239157785761915,Pequeño1
45,16,CCA,25732892.4,17.06328059146507,Pequeño1
46,32,GILAT,23760000.0,16.98351405245872,Pequeño1
47,14,CABLEVISION DE APATZINGAN,22951649.17,16.948900351148335,Pequeño1
48,57,MARCO ANTONIO ROSALES HERRERA,22882396.869999997,16.9458784772933,Pequeño1
49,101,TOKA MOVIL,22748620.759999998,16.94001507558934,Pequeño1
50,65,NEXT TELEKOM,22415416.380000003,16.92525951135275,Pequeño1
51,95,TELECABLE DE XALTIANGUIS,20978416.0,16.859004657605475,Pequeño1
52,97,TELECOM NACIONAL,20575592.0,16.839616076895982,Pequeño1
53,108,USA TELECOM,14530785.0,16.491780060239893,Pequeño1
54,85,SUPERCOM,14324655.059999999,16.477492740694007,Pequeño1
55,93,TELECABLE DE TICUL,13975584.41,16.452822394377947,Pequeño1
56,2,AIRECABLE,13327321.14,16.405326707217586,Pequeño1
57,66,OPERADORA TELEFONICA PENINSULAR,13240100.65,16.398760710407988,Pequeño1
58,59,MAXICABLE,13182166.34,16.394375439237688,Pequeño1
59,17,COMCAB,12929306.0,16.375007075680337,Pequeño1
60,39,GURUCOMM,12923384.75,16.374548999562784,Pequeño1
61,13,CABLEPLAY,12430338.43,16.335650689986725,Pequeño1
62,79,SIMPATI,12345586.21,16.32880916525572,Pequeño1
63,61,MUCHOS MEGAS,11666600.7,16.27224067648388,Pequeño1
64,54,LOGITEL,11100067.82,16.22246177617381,Pequeño1
65,67,OTROS,10625579.42,16.178774804934907,Pequeño1
66,104,TV OJO CALIENTE,8419766.99,15.946092712438919,Pequeño1
67,29,FRANCISCO GUERRA GARCIA,8211222.0,15.921012313227152,Pequeño1
68,89,TELECABLE DE COAHUAYANA,7994366.25,15.894247632815611,Pequeño1
69,90,TELECABLE DE CUERNAVACA,7884565.260000001,15.8804176417927,Pequeño1
70,11,BUENO CELL,7300991.659999999,15.803520740728297,Pequeño1
71,82,SISTV,6533160.42,15.692401368855865,Pequeño2
72,106,TVDIG,6023883.07,15.611242637582906,Pequeño2
73,0,ADDINTELI,5534961.0,15.52659507802959,Pequeño2
74,92,TELECABLE DE TEKAX,5473548.88,15.515437753787413,Pequeño2
75,40,HERMOVISION,4917794.0,15.408370613935078,Pequeño2
76,27,EYCO DE LOS ALTOS,4796982.79,15.383497692818812,Pequeño2
77,63,NET LINK,4756865.0,15.375099395781113,Pequeño2
